train,station,on,off,onboard
101,Gilroy,0.0,0.0,0.0
101,San Martin,0.0,0.0,0.0
101,Morgan Hill,0.0,0.0,0.0
101,Blossom Hill,0.0,0.0,0.0
101,Capitol,0.0,0.0,0.0
101,Tamien,0.0,0.0,0.0
101,San Jose Diridon,13.0,0.0,13.0
101,College Park,0.0,0.0,13.0
101,Santa Clara,4.5,0.0,17.5
101,Lawrence,2.5,0.0,20.0
101,Sunnyvale,11.0,0.0,31.0
101,Mountain View,6.5,0.0,37.5
101,San Antonio,3.0,0.0,40.5
101,California Avenue,3.0,0.0,43.5
101,Palo Alto,8.0,3.0,48.5
101,Menlo Park,2.0,2.0,48.5
101,Atherton,0.0,0.0,48.5
101,Redwood City,9.5,0.5,57.5
101,San Carlos,4.0,1.0,60.5
101,Belmont,1.5,0.0,62.0
101,Hillsdale,13.0,0.5,74.5
101,Hayward Park,5.0,0.0,79.5
101,San Mateo,10.0,1.5,88.0
101,Burlingame,7.5,4.5,91.0
101,Broadway,0.0,0.0,91.0
101,Millbrae,6.0,16.0,81.0
101,San Bruno,3.5,2.5,82.0
101,South San Francisco,1.0,2.0,81.0
101,Bayshore,1.0,0.5,81.5
101,22nd Street,0.0,7.0,74.5
101,San Francisco,0.0,74.5,0.0
103,Gilroy,0.0,0.0,0.0
103,San Martin,0.0,0.0,0.0
103,Morgan Hill,0.0,0.0,0.0
103,Blossom Hill,0.0,0.0,0.0
103,Capitol,0.0,0.0,0.0
103,Tamien,12.0,0.0,12.0
103,San Jose Diridon,26.0,0.0,38.0
103,College Park,0.0,0.0,38.0
103,Santa Clara,8.0,0.5,45.5
103,Lawrence,5.5,0.5,50.5
103,Sunnyvale,14.0,2.5,62.0
103,Mountain View,8.0,2.0,68.0
103,San Antonio,3.5,1.0,70.5
103,California Avenue,3.5,2.0,72.0
103,Palo Alto,7.0,26.5,52.5
103,Menlo Park,4.5,2.0,55.0
103,Atherton,0.0,0.0,55.0
103,Redwood City,22.5,5.0,72.5
103,San Carlos,11.0,1.0,82.5
103,Belmont,12.0,1.5,93.0
103,Hillsdale,16.0,1.0,108.0
103,Hayward Park,5.5,2.0,111.5
103,San Mateo,20.0,1.0,130.5
103,Burlingame,17.0,4.0,143.5
103,Broadway,0.0,0.0,143.5
103,Millbrae,6.5,26.0,124.0
103,San Bruno,17.0,3.5,137.5
103,South San Francisco,6.5,12.0,132.0
103,Bayshore,5.0,3.5,133.5
103,22nd Street,0.0,14.0,119.5
103,San Francisco,0.0,119.5,0.0
305,Gilroy,0.0,0.0,0.0
305,San Martin,0.0,0.0,0.0
305,Morgan Hill,0.0,0.0,0.0
305,Blossom Hill,0.0,0.0,0.0
305,Capitol,0.0,0.0,0.0
305,Tamien,0.0,0.0,0.0
305,San Jose Diridon,186.0,0.0,186.0
305,College Park,0.0,0.0,186.0
305,Santa Clara,0.0,0.0,186.0
305,Lawrence,0.0,0.0,186.0
305,Sunnyvale,0.0,0.0,186.0
305,Mountain View,84.0,8.5,261.5
305,San Antonio,0.0,0.0,261.5
305,California Avenue,0.0,0.0,261.5
305,Palo Alto,54.0,74.0,241.5
305,Menlo Park,0.0,0.0,241.5
305,Atherton,0.0,0.0,241.5
305,Redwood City,0.0,0.0,241.5
305,San Carlos,0.0,0.0,241.5
305,Belmont,0.0,0.0,241.5
305,Hillsdale,54.5,11.5,284.5
305,Hayward Park,0.0,0.0,284.5
305,San Mateo,0.0,0.0,284.5
305,Burlingame,0.0,0.0,284.5
305,Broadway,0.0,0.0,284.5
305,Millbrae,12.5,30.5,266.5
305,San Bruno,0.0,0.0,266.5
305,South San Francisco,0.0,0.0,266.5
305,Bayshore,0.0,0.0,266.5
305,22nd Street,0.0,0.0,266.5
305,San Francisco,0.0,266.5,0.0
207,Gilroy,0.0,0.0,0.0
207,San Martin,0.0,0.0,0.0
207,Morgan Hill,0.0,0.0,0.0
207,Blossom Hill,0.0,0.0,0.0
207,Capitol,0.0,0.0,0.0
207,Tamien,20.0,0.0,20.0
207,San Jose Diridon,30.5,0.5,50.0
207,College Park,0.0,0.0,50.0
207,Santa Clara,26.0,1.5,74.5
207,Lawrence,33.0,1.5,106.0
207,Sunnyvale,35.0,0.5,140.5
207,Mountain View,56.5,4.0,193.0
207,San Antonio,41.5,9.0,225.5
207,California Avenue,24.5,11.5,238.5
207,Palo Alto,18.0,47.5,209.0
207,Menlo Park,38.5,15.5,232.0
207,Atherton,0.0,0.0,232.0
207,Redwood City,89.5,13.5,308.0
207,San Carlos,0.0,0.0,308.0
207,Belmont,0.0,0.0,308.0
207,Hillsdale,115.0,12.5,410.5
207,Hayward Park,0.0,0.0,410.5
207,San Mateo,0.0,0.0,410.5
207,Burlingame,0.0,0.0,410.5
207,Broadway,0.0,0.0,410.5
207,Millbrae,12.0,39.5,383.0
207,San Bruno,0.0,0.0,383.0
207,South San Francisco,14.0,33.5,363.5
207,Bayshore,0.0,0.0,363.5
207,22nd Street,0.0,0.0,363.5
207,San Francisco,0.0,363.5,0.0
309,Gilroy,0.0,0.0,0.0
309,San Martin,0.0,0.0,0.0
309,Morgan Hill,0.0,0.0,0.0
309,Blossom Hill,0.0,0.0,0.0
309,Capitol,0.0,0.0,0.0
309,Tamien,170.5,0.0,170.5
309,San Jose Diridon,147.0,3.0,314.5
309,College Park,0.0,0.0,314.5
309,Santa Clara,0.0,0.0,314.5
309,Lawrence,0.0,0.0,314.5
309,Sunnyvale,175.0,8.5,481.0
309,Mountain View,0.0,0.0,481.0
309,San Antonio,0.0,0.0,481.0
309,California Avenue,0.0,0.0,481.0
309,Palo Alto,30.0,142.5,368.5
309,Menlo Park,0.0,0.0,368.5
309,Atherton,0.0,0.0,368.5
309,Redwood City,84.5,31.0,422.0
309,San Carlos,0.0,0.0,422.0
309,Belmont,0.0,0.0,422.0
309,Hillsdale,0.0,0.0,422.0
309,Hayward Park,0.0,0.0,422.0
309,San Mateo,72.5,9.5,485.0
309,Burlingame,0.0,0.0,485.0
309,Broadway,0.0,0.0,485.0
309,Millbrae,26.5,50.0,461.5
309,San Bruno,0.0,0.0,461.5
309,South San Francisco,0.0,0.0,461.5
309,Bayshore,0.0,0.0,461.5
309,22nd Street,0.0,0.0,461.5
309,San Francisco,0.0,461.5,0.0
211,Gilroy,0.0,0.0,0.0
211,San Martin,0.0,0.0,0.0
211,Morgan Hill,0.0,0.0,0.0
211,Blossom Hill,0.0,0.0,0.0
211,Capitol,0.0,0.0,0.0
211,Tamien,0.0,0.0,0.0
211,San Jose Diridon,71.5,0.0,71.5
211,College Park,0.0,0.0,71.5
211,Santa Clara,43.5,0.5,114.5
211,Lawrence,0.0,0.0,114.5
211,Sunnyvale,42.0,1.5,155.0
211,Mountain View,27.0,5.5,176.5
211,San Antonio,0.0,0.0,176.5
211,California Avenue,9.5,11.5,174.5
211,Palo Alto,0.0,0.0,174.5
211,Menlo Park,13.0,32.0,155.5
211,Atherton,0.0,0.0,155.5
211,Redwood City,30.0,25.5,160.0
211,San Carlos,29.5,18.5,171.0
211,Belmont,33.5,11.5,193.0
211,Hillsdale,38.5,7.0,224.5
211,Hayward Park,27.0,13.5,238.0
211,San Mateo,47.5,9.5,276.0
211,Burlingame,63.0,9.0,330.0
211,Broadway,0.0,0.0,330.0
211,Millbrae,6.0,67.5,268.5
211,San Bruno,36.5,10.0,295.0
211,South San Francisco,21.0,29.5,286.5
211,Bayshore,13.5,9.0,291.0
211,22nd Street,2.5,31.0,262.5
211,San Francisco,0.0,262.5,0.0
313,Gilroy,0.0,0.0,0.0
313,San Martin,0.0,0.0,0.0
313,Morgan Hill,0.0,0.0,0.0
313,Blossom Hill,0.0,0.0,0.0
313,Capitol,0.0,0.0,0.0
313,Tamien,0.0,0.0,0.0
313,San Jose Diridon,560.5,1.0,559.5
313,College Park,0.0,0.0,559.5
313,Santa Clara,0.0,0.0,559.5
313,Lawrence,0.0,0.0,559.5
313,Sunnyvale,0.0,0.0,559.5
313,Mountain View,275.0,16.5,818.0
313,San Antonio,0.0,0.0,818.0
313,California Avenue,0.0,0.0,818.0
313,Palo Alto,138.0,203.0,753.0
313,Menlo Park,0.0,0.0,753.0
313,Atherton,0.0,0.0,753.0
313,Redwood City,0.0,0.0,753.0
313,San Carlos,0.0,0.0,753.0
313,Belmont,0.0,0.0,753.0
313,Hillsdale,152.5,32.0,873.5
313,Hayward Park,0.0,0.0,873.5
313,San Mateo,0.0,0.0,873.5
313,Burlingame,0.0,0.0,873.5
313,Broadway,0.0,0.0,873.5
313,Millbrae,47.0,89.0,831.5
313,San Bruno,0.0,0.0,831.5
313,South San Francisco,0.0,0.0,831.5
313,Bayshore,0.0,0.0,831.5
313,22nd Street,0.0,0.0,831.5
313,San Francisco,0.0,831.5,0.0
215,Gilroy,0.0,0.0,0.0
215,San Martin,0.0,0.0,0.0
215,Morgan Hill,0.0,0.0,0.0
215,Blossom Hill,0.0,0.0,0.0
215,Capitol,0.0,0.0,0.0
215,Tamien,0.0,0.0,0.0
215,San Jose Diridon,145.0,0.0,145.0
215,College Park,0.0,0.0,145.0
215,Santa Clara,0.0,0.0,145.0
215,Lawrence,0.0,0.0,145.0
215,Sunnyvale,257.5,6.5,396.0
215,Mountain View,88.5,7.0,477.5
215,San Antonio,0.0,0.0,477.5
215,California Avenue,62.5,27.0,513.0
215,Palo Alto,74.5,92.5,495.0
215,Menlo Park,0.0,0.0,495.0
215,Atherton,0.0,0.0,495.0
215,Redwood City,0.0,0.0,495.0
215,San Carlos,104.5,49.5,550.0
215,Belmont,0.0,0.0,550.0
215,Hillsdale,89.5,30.0,609.5
215,Hayward Park,0.0,0.0,609.5
215,San Mateo,111.0,24.0,696.5
215,Burlingame,110.0,19.0,787.5
215,Broadway,0.0,0.0,787.5
215,Millbrae,0.0,0.0,787.5
215,San Bruno,47.0,15.0,819.5
215,South San Francisco,0.0,0.0,819.5
215,Bayshore,0.0,0.0,819.5
215,22nd Street,0.0,0.0,819.5
215,San Francisco,0.0,819.5,0.0
217,Gilroy,70.0,0.0,70.0
217,San Martin,30.0,0.0,100.0
217,Morgan Hill,89.5,0.0,189.5
217,Blossom Hill,39.5,0.0,229.0
217,Capitol,13.5,0.0,242.5
217,Tamien,46.0,91.5,197.0
217,San Jose Diridon,49.0,4.5,241.5
217,College Park,0.0,0.0,241.5
217,Santa Clara,83.5,8.0,317.0
217,Lawrence,63.5,34.5,346.0
217,Sunnyvale,111.0,11.5,445.5
217,Mountain View,137.0,39.5,543.0
217,San Antonio,121.5,28.0,636.5
217,California Avenue,75.0,27.5,684.0
217,Palo Alto,78.5,150.5,612.0
217,Menlo Park,116.0,53.0,675.0
217,Atherton,0.0,0.0,675.0
217,Redwood City,186.0,24.5,836.5
217,San Carlos,0.0,0.0,836.5
217,Belmont,0.0,0.0,836.5
217,Hillsdale,198.5,46.5,988.5
217,Hayward Park,0.0,0.0,988.5
217,San Mateo,0.0,0.0,988.5
217,Burlingame,0.0,0.0,988.5
217,Broadway,0.0,0.0,988.5
217,Millbrae,44.0,75.5,957.0
217,San Bruno,0.0,0.0,957.0
217,South San Francisco,17.0,43.0,931.0
217,Bayshore,0.0,0.0,931.0
217,22nd Street,0.0,0.0,931.0
217,San Francisco,0.0,931.0,0.0
319,Gilroy,0.0,0.0,0.0
319,San Martin,0.0,0.0,0.0
319,Morgan Hill,0.0,0.0,0.0
319,Blossom Hill,0.0,0.0,0.0
319,Capitol,0.0,0.0,0.0
319,Tamien,453.0,0.5,452.5
319,San Jose Diridon,266.5,1.0,718.0
319,College Park,0.0,0.0,718.0
319,Santa Clara,0.0,0.0,718.0
319,Lawrence,0.0,0.0,718.0
319,Sunnyvale,211.5,21.5,908.0
319,Mountain View,0.0,0.0,908.0
319,San Antonio,0.0,0.0,908.0
319,California Avenue,0.0,0.0,908.0
319,Palo Alto,95.0,347.5,655.5
319,Menlo Park,0.0,0.0,655.5
319,Atherton,0.0,0.0,655.5
319,Redwood City,175.0,112.0,718.5
319,San Carlos,0.0,0.0,718.5
319,Belmont,0.0,0.0,718.5
319,Hillsdale,0.0,0.0,718.5
319,Hayward Park,0.0,0.0,718.5
319,San Mateo,62.0,20.0,760.5
319,Burlingame,0.0,0.0,760.5
319,Broadway,0.0,0.0,760.5
319,Millbrae,61.0,86.0,735.5
319,San Bruno,0.0,0.0,735.5
319,South San Francisco,0.0,0.0,735.5
319,Bayshore,0.0,0.0,735.5
319,22nd Street,0.0,0.0,735.5
319,San Francisco,0.0,735.5,0.0
221,Gilroy,42.5,0.0,42.5
221,San Martin,22.0,0.0,64.5
221,Morgan Hill,46.5,0.0,111.0
221,Blossom Hill,26.5,0.0,137.5
221,Capitol,16.5,0.5,153.5
221,Tamien,67.0,10.0,210.5
221,San Jose Diridon,121.5,15.0,317.0
221,College Park,0.0,0.0,317.0
221,Santa Clara,96.0,15.0,398.0
221,Lawrence,45.0,25.5,417.5
221,Sunnyvale,116.5,17.5,516.5
221,Mountain View,91.0,52.5,555.0
221,San Antonio,0.0,0.0,555.0
221,California Avenue,45.0,46.5,553.5
221,Palo Alto,0.0,0.0,553.5
221,Menlo Park,62.5,100.0,516.0
221,Atherton,0.0,0.0,516.0
221,Redwood City,77.5,93.0,500.5
221,San Carlos,55.0,36.0,519.5
221,Belmont,56.0,63.5,512.0
221,Hillsdale,49.5,59.5,502.0
221,Hayward Park,42.5,40.5,504.0
221,San Mateo,74.0,43.0,535.0
221,Burlingame,71.5,18.0,588.5
221,Broadway,0.0,0.0,588.5
221,Millbrae,28.5,137.5,479.5
221,San Bruno,30.5,12.5,497.5
221,South San Francisco,10.0,43.5,464.0
221,Bayshore,17.5,14.0,467.5
221,22nd Street,8.0,63.0,412.5
221,San Francisco,0.0,412.5,0.0
323,Gilroy,0.0,0.0,0.0
323,San Martin,0.0,0.0,0.0
323,Morgan Hill,0.0,0.0,0.0
323,Blossom Hill,0.0,0.0,0.0
323,Capitol,0.0,0.0,0.0
323,Tamien,0.0,0.0,0.0
323,San Jose Diridon,527.0,0.0,527.0
323,College Park,0.0,0.0,527.0
323,Santa Clara,0.0,0.0,527.0
323,Lawrence,0.0,0.0,527.0
323,Sunnyvale,0.0,0.0,527.0
323,Mountain View,325.5,40.5,812.0
323,San Antonio,0.0,0.0,812.0
323,California Avenue,0.0,0.0,812.0
323,Palo Alto,171.0,252.0,731.0
323,Menlo Park,0.0,0.0,731.0
323,Atherton,0.0,0.0,731.0
323,Redwood City,0.0,0.0,731.0
323,San Carlos,0.0,0.0,731.0
323,Belmont,0.0,0.0,731.0
323,Hillsdale,193.0,98.5,825.5
323,Hayward Park,0.0,0.0,825.5
323,San Mateo,0.0,0.0,825.5
323,Burlingame,0.0,0.0,825.5
323,Broadway,0.0,0.0,825.5
323,Millbrae,58.5,75.5,808.5
323,San Bruno,0.0,0.0,808.5
323,South San Francisco,0.0,0.0,808.5
323,Bayshore,0.0,0.0,808.5
323,22nd Street,0.0,0.0,808.5
323,San Francisco,0.0,808.5,0.0
225,Gilroy,0.0,0.0,0.0
225,San Martin,0.0,0.0,0.0
225,Morgan Hill,0.0,0.0,0.0
225,Blossom Hill,0.0,0.0,0.0
225,Capitol,0.0,0.0,0.0
225,Tamien,0.0,0.0,0.0
225,San Jose Diridon,153.0,0.0,153.0
225,College Park,0.0,0.0,153.0
225,Santa Clara,0.0,0.0,153.0
225,Lawrence,0.0,0.0,153.0
225,Sunnyvale,357.0,13.5,496.5
225,Mountain View,154.0,20.0,630.5
225,San Antonio,0.0,0.0,630.5
225,California Avenue,91.0,44.5,677.0
225,Palo Alto,75.5,117.0,635.5
225,Menlo Park,0.0,0.0,635.5
225,Atherton,0.0,0.0,635.5
225,Redwood City,0.0,0.0,635.5
225,San Carlos,106.5,32.5,709.5
225,Belmont,0.0,0.0,709.5
225,Hillsdale,107.0,61.5,755.0
225,Hayward Park,0.0,0.0,755.0
225,San Mateo,87.0,38.5,803.5
225,Burlingame,92.0,16.0,879.5
225,Broadway,0.0,0.0,879.5
225,Millbrae,0.0,0.0,879.5
225,San Bruno,66.5,21.5,924.5
225,South San Francisco,0.0,0.0,924.5
225,Bayshore,0.0,0.0,924.5
225,22nd Street,0.0,0.0,924.5
225,San Francisco,0.0,924.5,0.0
227,Gilroy,74.0,0.0,74.0
227,San Martin,32.0,0.0,106.0
227,Morgan Hill,113.0,0.0,219.0
227,Blossom Hill,90.0,0.5,308.5
227,Capitol,38.0,1.5,345.0
227,Tamien,40.0,82.5,302.5
227,San Jose Diridon,67.5,34.5,335.5
227,College Park,15.0,49.5,301.0
227,Santa Clara,104.5,20.0,385.5
227,Lawrence,93.0,43.5,435.0
227,Sunnyvale,137.0,35.5,536.5
227,Mountain View,154.0,60.5,630.0
227,San Antonio,115.5,37.0,708.5
227,California Avenue,80.0,64.5,724.0
227,Palo Alto,58.0,140.0,642.0
227,Menlo Park,71.5,40.0,673.5
227,Atherton,0.0,0.0,673.5
227,Redwood City,119.0,66.5,726.0
227,San Carlos,0.0,0.0,726.0
227,Belmont,0.0,0.0,726.0
227,Hillsdale,165.0,68.5,822.5
227,Hayward Park,0.0,0.0,822.5
227,San Mateo,0.0,0.0,822.5
227,Burlingame,0.0,0.0,822.5
227,Broadway,0.0,0.0,822.5
227,Millbrae,25.0,58.5,789.0
227,San Bruno,0.0,0.0,789.0
227,South San Francisco,17.0,22.5,783.5
227,Bayshore,0.0,0.0,783.5
227,22nd Street,0.0,0.0,783.5
227,San Francisco,0.0,783.5,0.0
329,Gilroy,0.0,0.0,0.0
329,San Martin,0.0,0.0,0.0
329,Morgan Hill,0.0,0.0,0.0
329,Blossom Hill,0.0,0.0,0.0
