date,origin_station,day_type,ridership
2023-01-16,San Bruno,Holiday,53.0
2023-01-16,San Carlos,Holiday,70.0
2023-01-16,San Francisco,Holiday,840.0
2023-01-16,San Jose Diridon,Holiday,469.0
2023-01-16,San Martin,Holiday,0.0
2023-01-16,San Mateo,Holiday,180.0
2023-01-16,Santa Clara,Holiday,152.0
2023-01-16,South San Francisco,Holiday,53.0
2023-01-16,Sunnyvale,Holiday,235.0
2023-01-16,Tamien,Holiday,20.0
2023-01-17,22nd Street,Weekday,672.0
2023-01-17,Bayshore,Weekday,57.0
2023-01-17,Belmont,Weekday,382.0
2023-01-17,Blossom Hill,Weekday,48.0
2023-01-17,Burlingame,Weekday,321.0
2023-01-17,California Ave,Weekday,334.0
2023-01-17,Capitol,Weekday,15.0
2023-01-17,College Park,Weekday,44.0
2023-01-17,Gilroy,Weekday,39.0
2023-01-17,Hayward Park,Weekday,166.0
2023-01-17,Hillsdale,Weekday,814.0
2023-01-17,Lawrence,Weekday,215.0
2023-01-17,Menlo Park,Weekday,442.0
2023-01-17,Millbrae,Weekday,1163.0
2023-01-17,Morgan Hill,Weekday,39.0
2023-01-17,Mountain View,Weekday,1084.0
2023-01-17,Palo Alto,Weekday,1975.0
2023-01-17,Redwood City,Weekday,1383.0
2023-01-17,San Antonio,Weekday,278.0
2023-01-17,San Bruno,Weekday,136.0
2023-01-17,San Carlos,Weekday,357.0
2023-01-17,San Francisco,Weekday,3201.0
2023-01-17,San Jose Diridon,Weekday,1039.0
2023-01-17,San Martin,Weekday,23.0
2023-01-17,San Mateo,Weekday,569.0
2023-01-17,Santa Clara,Weekday,313.0
2023-01-17,South San Francisco,Weekday,242.0
2023-01-17,Sunnyvale,Weekday,767.0
2023-01-17,Tamien,Weekday,217.0
2023-01-18,22nd Street,Weekday,603.0
2023-01-18,Bayshore,Weekday,73.0
2023-01-18,Belmont,Weekday,307.0
2023-01-18,Blossom Hill,Weekday,28.0
2023-01-18,Broadway,Weekday,4.0
2023-01-18,Burlingame,Weekday,307.0
2023-01-18,California Ave,Weekday,407.0
2023-01-18,Capitol,Weekday,21.0
2023-01-18,College Park,Weekday,44.0
2023-01-18,Gilroy,Weekday,60.0
2023-01-18,Hayward Park,Weekday,162.0
2023-01-18,Hillsdale,Weekday,853.0
2023-01-18,Lawrence,Weekday,211.0
2023-01-18,Menlo Park,Weekday,402.0
2023-01-18,Millbrae,Weekday,1254.0
2023-01-18,Morgan Hill,Weekday,67.0
2023-01-18,Mountain View,Weekday,1058.0
2023-01-18,Palo Alto,Weekday,2037.0
2023-01-18,Redwood City,Weekday,1352.0
2023-01-18,San Antonio,Weekday,289.0
2023-01-18,San Bruno,Weekday,159.0
2023-01-18,San Carlos,Weekday,373.0
2023-01-18,San Francisco,Weekday,2542.0
2023-01-18,San Jose Diridon,Weekday,996.0
2023-01-18,San Martin,Weekday,24.0
2023-01-18,San Mateo,Weekday,511.0
2023-01-18,Santa Clara,Weekday,316.0
2023-01-18,South San Francisco,Weekday,228.0
2023-01-18,Sunnyvale,Weekday,749.0
2023-01-18,Tamien,Weekday,190.0
2023-01-19,22nd Street,Weekday,652.0
2023-01-19,Bayshore,Weekday,60.0
2023-01-19,Belmont,Weekday,320.0
2023-01-19,Blossom Hill,Weekday,27.0
2023-01-19,Burlingame,Weekday,310.0
2023-01-19,California Ave,Weekday,337.0
2023-01-19,Capitol,Weekday,19.0
2023-01-19,College Park,Weekday,46.0
2023-01-19,Gilroy,Weekday,43.0
2023-01-19,Hayward Park,Weekday,192.0
2023-01-19,Hillsdale,Weekday,810.0
2023-01-19,Lawrence,Weekday,240.0
2023-01-19,Menlo Park,Weekday,399.0
2023-01-19,Millbrae,Weekday,1185.0
2023-01-19,Morgan Hill,Weekday,57.0
2023-01-19,Mountain View,Weekday,1179.0
2023-01-19,Palo Alto,Weekday,2053.0
2023-01-19,Redwood City,Weekday,1481.0
2023-01-19,San Antonio,Weekday,287.0
2023-01-19,San Bruno,Weekday,141.0
2023-01-19,San Carlos,Weekday,344.0
2023-01-19,San Francisco,Weekday,3053.0
2023-01-19,San Jose Diridon,Weekday,1150.0
2023-01-19,San Martin,Weekday,18.0
2023-01-19,San Mateo,Weekday,589.0
2023-01-19,Santa Clara,Weekday,310.0
2023-01-19,South San Francisco,Weekday,226.0
2023-01-19,Sunnyvale,Weekday,803.0
2023-01-19,Tamien,Weekday,137.0
2023-01-20,22nd Street,Weekday,459.0
2023-01-20,Bayshore,Weekday,58.0
2023-01-20,Belmont,Weekday,263.0
2023-01-20,Blossom Hill,Weekday,25.0
2023-01-20,Burlingame,Weekday,241.0
2023-01-20,California Ave,Weekday,321.0
2023-01-20,Capitol,Weekday,26.0
2023-01-20,College Park,Weekday,14.0
2023-01-20,Gilroy,Weekday,53.0
2023-01-20,Hayward Park,Weekday,112.0
2023-01-20,Hillsdale,Weekday,649.0
2023-01-20,Lawrence,Weekday,165.0
2023-01-20,Menlo Park,Weekday,339.0
2023-01-20,Millbrae,Weekday,894.0
2023-01-20,Morgan Hill,Weekday,63.0
2023-01-20,Mountain View,Weekday,889.0
2023-01-20,Palo Alto,Weekday,1701.0
2023-01-20,Redwood City,Weekday,1003.0
2023-01-20,San Antonio,Weekday,226.0
2023-01-20,San Bruno,Weekday,123.0
2023-01-20,San Carlos,Weekday,303.0
2023-01-20,San Francisco,Weekday,2164.0
2023-01-20,San Jose Diridon,Weekday,890.0
2023-01-20,San Martin,Weekday,26.0
2023-01-20,San Mateo,Weekday,463.0
2023-01-20,Santa Clara,Weekday,276.0
2023-01-20,South San Francisco,Weekday,175.0
2023-01-20,Sunnyvale,Weekday,589.0
2023-01-20,Tamien,Weekday,117.0
2023-01-21,22nd Street,Saturday,300.0
2023-01-21,Bayshore,Saturday,47.0
2023-01-21,Belmont,Saturday,113.0
2023-01-21,Blossom Hill,Saturday,0.0
2023-01-21,Broadway,Saturday,29.0
2023-01-21,Burlingame,Saturday,217.0
2023-01-21,California Ave,Saturday,227.0
2023-01-21,Capitol,Saturday,0.0
2023-01-21,Gilroy,Saturday,0.0
2023-01-21,Hayward Park,Saturday,71.0
2023-01-21,Hillsdale,Saturday,315.0
2023-01-21,Lawrence,Saturday,103.0
2023-01-21,Menlo Park,Saturday,263.0
2023-01-21,Millbrae,Saturday,381.0
2023-01-21,Morgan Hill,Saturday,0.0
2023-01-21,Mountain View,Saturday,532.0
2023-01-21,Palo Alto,Saturday,728.0
2023-01-21,Redwood City,Saturday,532.0
2023-01-21,San Antonio,Saturday,298.0
2023-01-21,San Bruno,Saturday,75.0
2023-01-21,San Carlos,Saturday,113.0
2023-01-21,San Francisco,Saturday,1926.0
2023-01-21,San Jose Diridon,Saturday,512.0
2023-01-21,San Martin,Saturday,0.0
2023-01-21,San Mateo,Saturday,300.0
2023-01-21,Santa Clara,Saturday,221.0
2023-01-21,South San Francisco,Saturday,57.0
2023-01-21,Sunnyvale,Saturday,340.0
2023-01-21,Tamien,Saturday,64.0
2023-01-22,22nd Street,Sunday,255.0
2023-01-22,Bayshore,Sunday,49.0
2023-01-22,Belmont,Sunday,73.0
2023-01-22,Blossom Hill,Sunday,0.0
2023-01-22,Broadway,Sunday,53.0
2023-01-22,Burlingame,Sunday,121.0
2023-01-22,California Ave,Sunday,208.0
2023-01-22,Capitol,Sunday,0.0
2023-01-22,Gilroy,Sunday,0.0
2023-01-22,Hayward Park,Sunday,77.0
2023-01-22,Hillsdale,Sunday,183.0
2023-01-22,Lawrence,Sunday,119.0
2023-01-22,Menlo Park,Sunday,204.0
2023-01-22,Millbrae,Sunday,423.0
2023-01-22,Morgan Hill,Sunday,0.0
2023-01-22,Mountain View,Sunday,396.0
2023-01-22,Palo Alto,Sunday,538.0
2023-01-22,Redwood City,Sunday,375.0
2023-01-22,San Antonio,Sunday,190.0
2023-01-22,San Bruno,Sunday,79.0
2023-01-22,San Carlos,Sunday,126.0
2023-01-22,San Francisco,Sunday,1686.0
2023-01-22,San Jose Diridon,Sunday,392.0
2023-01-22,San Martin,Sunday,0.0
2023-01-22,San Mateo,Sunday,265.0
2023-01-22,Santa Clara,Sunday,144.0
2023-01-22,South San Francisco,Sunday,49.0
2023-01-22,Sunnyvale,Sunday,331.0
2023-01-22,Tamien,Sunday,58.0
2023-01-23,22nd Street,Weekday,604.0
2023-01-23,Bayshore,Weekday,73.0
2023-01-23,Belmont,Weekday,327.0
2023-01-23,Blossom Hill,Weekday,21.0
2023-01-23,Broadway,Weekday,5.0
2023-01-23,Burlingame,Weekday,313.0
2023-01-23,California Ave,Weekday,339.0
2023-01-23,Capitol,Weekday,30.0
2023-01-23,College Park,Weekday,53.0
2023-01-23,Gilroy,Weekday,49.0
2023-01-23,Hayward Park,Weekday,158.0
2023-01-23,Hillsdale,Weekday,811.0
2023-01-23,Lawrence,Weekday,170.0
2023-01-23,Menlo Park,Weekday,454.0
2023-01-23,Millbrae,Weekday,1063.0
2023-01-23,Morgan Hill,Weekday,56.0
2023-01-23,Mountain View,Weekday,1150.0
2023-01-23,Palo Alto,Weekday,1867.0
2023-01-23,Redwood City,Weekday,1442.0
2023-01-23,San Antonio,Weekday,311.0
2023-01-23,San Bruno,Weekday,166.0
2023-01-23,San Carlos,Weekday,396.0
2023-01-23,San Francisco,Weekday,3150.0
2023-01-23,San Jose Diridon,Weekday,1094.0
2023-01-23,San Martin,Weekday,26.0
2023-01-23,San Mateo,Weekday,509.0
2023-01-23,Santa Clara,Weekday,323.0
2023-01-23,South San Francisco,Weekday,319.0
2023-01-23,Sunnyvale,Weekday,729.0
2023-01-23,Tamien,Weekday,209.0
2023-01-24,22nd Street,Weekday,758.0
2023-01-24,Bayshore,Weekday,66.0
2023-01-24,Belmont,Weekday,390.0
2023-01-24,Blossom Hill,Weekday,36.0
2023-01-24,Burlingame,Weekday,342.0
2023-01-24,California Ave,Weekday,400.0
2023-01-24,Capitol,Weekday,24.0
2023-01-24,College Park,Weekday,48.0
2023-01-24,Gilroy,Weekday,75.0
2023-01-24,Hayward Park,Weekday,222.0
2023-01-24,Hillsdale,Weekday,1029.0
2023-01-24,Lawrence,Weekday,248.0
2023-01-24,Menlo Park,Weekday,538.0
2023-01-24,Millbrae,Weekday,1127.0
2023-01-24,Morgan Hill,Weekday,85.0
2023-01-24,Mountain View,Weekday,1401.0
2023-01-24,Palo Alto,Weekday,2237.0
2023-01-24,Redwood City,Weekday,1559.0
2023-01-24,San Antonio,Weekday,360.0
2023-01-24,San Bruno,Weekday,192.0
2023-01-24,San Carlos,Weekday,422.0
2023-01-24,San Francisco,Weekday,3457.0
2023-01-24,San Jose Diridon,Weekday,1268.0
2023-01-24,San Martin,Weekday,34.0
2023-01-24,San Mateo,Weekday,599.0
2023-01-24,Santa Clara,Weekday,356.0
2023-01-24,South San Francisco,Weekday,298.0
2023-01-24,Sunnyvale,Weekday,902.0
2023-01-24,Tamien,Weekday,231.0
2023-01-25,22nd Street,Weekday,738.0
2023-01-25,Bayshore,Weekday,58.0
2023-01-25,Belmont,Weekday,371.0
2023-01-25,Blossom Hill,Weekday,26.0
2023-01-25,Burlingame,Weekday,391.0
2023-01-25,California Ave,Weekday,383.0
2023-01-25,Capitol,Weekday,21.0
2023-01-25,College Park,Weekday,50.0
2023-01-25,Gilroy,Weekday,73.0
2023-01-25,Hayward Park,Weekday,186.0
2023-01-25,Hillsdale,Weekday,1034.0
2023-01-25,Lawrence,Weekday,288.0
2023-01-25,Menlo Park,Weekday,462.0
2023-01-25,Millbrae,Weekday,1161.0
2023-01-25,Morgan Hill,Weekday,83.0
2023-01-25,Mountain View,Weekday,1434.0
2023-01-25,Palo Alto,Weekday,2456.0
2023-01-25,Redwood City,Weekday,1764.0
2023-01-25,San Antonio,Weekday,304.0
2023-01-25,San Bruno,Weekday,194.0
2023-01-25,San Carlos,Weekday,423.0
2023-01-25,San Francisco,Weekday,3150.0
2023-01-25,San Jose Diridon,Weekday,1336.0
2023-01-25,San Martin,Weekday,30.0
2023-01-25,San Mateo,Weekday,646.0
2023-01-25,Santa Clara,Weekday,338.0
2023-01-25,South San Francisco,Weekday,282.0
2023-01-25,Sunnyvale,Weekday,767.0
2023-01-25,Tamien,Weekday,236.0
2023-01-26,22nd Street,Weekday,623.0
2023-01-26,Bayshore,Weekday,70.0
2023-01-26,Belmont,Weekday,349.0
2023-01-26,Blossom Hill,Weekday,36.0
2023-01-26,Burlingame,Weekday,315.0
2023-01-26,California Ave,Weekday,358.0
2023-01-26,Capitol,Weekday,24.0
2023-01-26,College Park,Weekday,34.0
2023-01-26,Gilroy,Weekday,80.0
2023-01-26,Hayward Park,Weekday,164.0
2023-01-26,Hillsdale,Weekday,818.0
2023-01-26,Lawrence,Weekday,236.0
2023-01-26,Menlo Park,Weekday,460.0
2023-01-26,Millbrae,Weekday,1103.0
2023-01-26,Morgan Hill,Weekday,88.0
2023-01-26,Mountain View,Weekday,1187.0
2023-01-26,Palo Alto,Weekday,1959.0
2023-01-26,Redwood City,Weekday,1535.0
2023-01-26,San Antonio,Weekday,310.0
2023-01-26,San Bruno,Weekday,147.0
2023-01-26,San Carlos,Weekday,375.0
2023-01-26,San Francisco,Weekday,3001.0
2023-01-26,San Jose Diridon,Weekday,1257.0
2023-01-26,San Martin,Weekday,38.0
2023-01-26,San Mateo,Weekday,556.0
2023-01-26,Santa Clara,Weekday,321.0
2023-01-26,South San Francisco,Weekday,269.0
2023-01-26,Sunnyvale,Weekday,922.0
2023-01-26,Tamien,Weekday,223.0
2023-01-27,22nd Street,Weekday,657.0
2023-01-27,Bayshore,Weekday,58.0
2023-01-27,Belmont,Weekday,318.0
2023-01-27,Blossom Hill,Weekday,28.0
2023-01-27,Burlingame,Weekday,357.0
2023-01-27,California Ave,Weekday,340.0
2023-01-27,Capitol,Weekday,14.0
2023-01-27,College Park,Weekday,25.0
2023-01-27,Gilroy,Weekday,50.0
2023-01-27,Hayward Park,Weekday,170.0
2023-01-27,Hillsdale,Weekday,896.0
2023-01-27,Lawrence,Weekday,197.0
2023-01-27,Menlo Park,Weekday,473.0
2023-01-27,Millbrae,Weekday,1170.0
2023-01-27,Morgan Hill,Weekday,83.0
2023-01-27,Mountain View,Weekday,1202.0
2023-01-27,Palo Alto,Weekday,1958.0
2023-01-27,Redwood City,Weekday,1484.0
2023-01-27,San Antonio,Weekday,318.0
2023-01-27,San Bruno,Weekday,189.0
2023-01-27,San Carlos,Weekday,365.0
2023-01-27,San Francisco,Weekday,2953.0
2023-01-27,San Jose Diridon,Weekday,1155.0
2023-01-27,San Martin,Weekday,32.0
2023-01-27,San Mateo,Weekday,614.0
2023-01-27,Santa Clara,Weekday,322.0
2023-01-27,South San Francisco,Weekday,195.0
2023-01-27,Sunnyvale,Weekday,834.0
2023-01-27,Tamien,Weekday,182.0
2023-01-28,22nd Street,Saturday,270.0
2023-01-28,Bayshore,Saturday,41.0
2023-01-28,Belmont,Saturday,106.0
2023-01-28,Blossom Hill,Saturday,0.0
2023-01-28,Broadway,Saturday,41.0
2023-01-28,Burlingame,Saturday,147.0
2023-01-28,California Ave,Saturday,254.0
2023-01-28,Capitol,Saturday,0.0
2023-01-28,Gilroy,Saturday,0.0
2023-01-28,Hayward Park,Saturday,61.0
2023-01-28,Hillsdale,Saturday,247.0
2023-01-28,Lawrence,Saturday,129.0
2023-01-28,Menlo Park,Saturday,276.0
2023-01-28,Millbrae,Saturday,397.0
2023-01-28,Morgan Hill,Saturday,0.0
2023-01-28,Mountain View,Saturday,504.0
2023-01-28,Palo Alto,Saturday,907.0
2023-01-28,Redwood City,Saturday,549.0
2023-01-28,San Antonio,Saturday,258.0
2023-01-28,San Bruno,Saturday,71.0
2023-01-28,San Carlos,Saturday,147.0
2023-01-28,San Francisco,Saturday,1722.0
2023-01-28,San Jose Diridon,Saturday,571.0
2023-01-28,San Martin,Saturday,0.0
2023-01-28,San Mateo,Saturday,285.0
2023-01-28,Santa Clara,Saturday,186.0
2023-01-28,South San Francisco,Saturday,55.0
2023-01-28,Sunnyvale,Saturday,484.0
2023-01-28,Tamien,Saturday,33.0
2023-01-29,22nd Street,Sunday,196.0
2023-01-29,Bayshore,Sunday,46.0
2023-01-29,Belmont,Sunday,82.0
2023-01-29,Blossom Hill,Sunday,0.0
2023-01-29,Broadway,Sunday,12.0
2023-01-29,Burlingame,Sunday,122.0
2023-01-29,California Ave,Sunday,164.0
2023-01-29,Capitol,Sunday,0.0
2023-01-29,Gilroy,Sunday,0.0
2023-01-29,Hayward Park,Sunday,64.0
2023-01-29,Hillsdale,Sunday,201.0
2023-01-29,Lawrence,Sunday,90.0
2023-01-29,Menlo Park,Sunday,218.0
2023-01-29,Millbrae,Sunday,452.0
2023-01-29,Morgan Hill,Sunday,0.0
2023-01-29,Mountain View,Sunday,326.0
2023-01-29,Palo Alto,Sunday,526.0
2023-01-29,Redwood City,Sunday,373.0
2023-01-29,San Antonio,Sunday,166.0
2023-01-29,San Bruno,Sunday,72.0
2023-01-29,San Carlos,Sunday,96.0
2023-01-29,San Francisco,Sunday,1266.0
2023-01-29,San Jose Diridon,Sunday,429.0
2023-01-29,San Martin,Sunday,0.0
2023-01-29,San Mateo,Sunday,226.0
2023-01-29,Santa Clara,Sunday,170.0
2023-01-29,South San Francisco,Sunday,38.0
2023-01-29,Sunnyvale,Sunday,306.0
2023-01-29,Tamien,Sunday,41.0
2023-01-30,22nd Street,Weekday,573.0
2023-01-30,Bayshore,Weekday,58.0
2023-01-30,Belmont,Weekday,339.0
2023-01-30,Blossom Hill,Weekday,27.0
2023-01-30,Burlingame,Weekday,303.0
2023-01-30,California Ave,Weekday,328.0
2023-01-30,Capitol,Weekday,25.0
2023-01-30,College Park,Weekday,29.0
2023-01-30,Gilroy,Weekday,66.0
2023-01-30,Hayward Park,Weekday,136.0
2023-01-30,Hillsdale,Weekday,819.0
2023-01-30,Lawrence,Weekday,166.0
2023-01-30,Menlo Park,Weekday,445.0
2023-01-30,Millbrae,Weekday,1101.0
2023-01-30,Morgan Hill,Weekday,98.0
2023-01-30,Mountain View,Weekday,1048.0
2023-01-30,Palo Alto,Weekday,1802.0
2023-01-30,Redwood City,Weekday,1245.0
2023-01-30,San Antonio,Weekday,316.0
2023-01-30,San Bruno,Weekday,154.0
2023-01-30,San Carlos,Weekday,366.0
2023-01-30,San Francisco,Weekday,2807.0
2023-01-30,San Jose Diridon,Weekday,1078.0
2023-01-30,San Martin,Weekday,32.0
2023-01-30,San Mateo,Weekday,516.0
2023-01-30,Santa Clara,Weekday,316.0
2023-01-30,South San Francisco,Weekday,262.0
2023-01-30,Sunnyvale,Weekday,731.0
2023-01-30,Tamien,Weekday,211.0
2023-01-31,22nd Street,Weekday,690.0
2023-01-31,Bayshore,Weekday,61.0
2023-01-31,Belmont,Weekday,340.0
2023-01-31,Blossom Hill,Weekday,42.0
2023-01-31,Broadway,Weekday,2.0
2023-01-31,Burlingame,Weekday,313.0
2023-01-31,California Ave,Weekday,343.0
2023-01-31,Capitol,Weekday,34.0
2023-01-31,College Park,Weekday,29.0
2023-01-31,Gilroy,Weekday,79.0
2023-01-31,Hayward Park,Weekday,144.0
2023-01-31,Hillsdale,Weekday,1017.0
2023-01-31,Lawrence,Weekday,232.0
2023-01-31,Menlo Park,Weekday,441.0
2023-01-31,Millbrae,Weekday,1176.0
2023-01-31,Morgan Hill,Weekday,81.0
2023-01-31,Mountain View,Weekday,1394.0
2023-01-31,Palo Alto,Weekday,2278.0
2023-01-31,Redwood City,Weekday,1593.0
2023-01-31,San Antonio,Weekday,307.0
2023-01-31,San Bruno,Weekday,173.0
2023-01-31,San Carlos,Weekday,398.0
2023-01-31,San Francisco,Weekday,3392.0
2023-01-31,San Jose Diridon,Weekday,1168.0
2023-01-31,San Martin,Weekday,30.0
2023-01-31,San Mateo,Weekday,586.0
2023-01-31,Santa Clara,Weekday,347.0
2023-01-31,South San Francisco,Weekday,268.0
2023-01-31,Sunnyvale,Weekday,853.0
2023-01-31,Tamien,Weekday,215.0
2023-02-01,22nd Street,Weekday,716.0
2023-02-01,Bayshore,Weekday,77.0
2023-02-01,Belmont,Weekday,348.0
2023-02-01,Blossom Hill,Weekday,48.0
2023-02-01,Burlingame,Weekday,340.0
2023-02-01,California Ave,Weekday,362.0
2023-02-01,Capitol,Weekday,35.0
2023-02-01,College Park,Weekday,22.0
2023-02-01,Gilroy,Weekday,70.0
2023-02-01,Hayward Park,Weekday,163.0
2023-02-01,Hillsdale,Weekday,995.0
2023-02-01,Lawrence,Weekday,242.0
2023-02-01,Menlo Park,Weekday,435.0
2023-02-01,Millbrae,Weekday,1229.0
2023-02-01,Morgan Hill,Weekday,85.0
2023-02-01,Mountain View,Weekday,1356.0
2023-02-01,Palo Alto,Weekday,2419.0
2023-02-01,Redwood City,Weekday,1573.0
2023-02-01,San Antonio,Weekday,303.0
2023-02-01,San Bruno,Weekday,180.0
2023-02-01,San Carlos,Weekday,465.0
2023-02-01,San Francisco,Weekday,3293.0
2023-02-01,San Jose Diridon,Weekday,1304.0
2023-02-01,San Martin,Weekday,35.0
2023-02-01,San Mateo,Weekday,647.0
2023-02-01,Santa Clara,Weekday,367.0
2023-02-01,South San Francisco,Weekday,293.0
2023-02-01,Sunnyvale,Weekday,881.0
2023-02-01,Tamien,Weekday,203.0
2023-02-02,22nd Street,Weekday,726.0
2023-02-02,Bayshore,Weekday,77.0
2023-02-02,Belmont,Weekday,330.0
2023-02-02,Blossom Hill,Weekday,37.0
2023-02-02,Broadway,Weekday,4.0
2023-02-02,Burlingame,Weekday,338.0
2023-02-02,California Ave,Weekday,371.0
2023-02-02,Capitol,Weekday,25.0
2023-02-02,College Park,Weekday,30.0
2023-02-02,Gilroy,Weekday,70.0
2023-02-02,Hayward Park,Weekday,210.0
2023-02-02,Hillsdale,Weekday,1026.0
2023-02-02,Lawrence,Weekday,246.0
2023-02-02,Menlo Park,Weekday,503.0
2023-02-02,Millbrae,Weekday,1222.0
2023-02-02,Morgan Hill,Weekday,96.0
2023-02-02,Mountain View,Weekday,1532.0
2023-02-02,Palo Alto,Weekday,2380.0
2023-02-02,Redwood City,Weekday,1577.0
2023-02-02,San Antonio,Weekday,331.0
2023-02-02,San Bruno,Weekday,198.0
2023-02-02,San Carlos,Weekday,425.0
2023-02-02,San Francisco,Weekday,3343.0
2023-02-02,San Jose Diridon,Weekday,1418.0
2023-02-02,San Martin,Weekday,35.0
2023-02-02,San Mateo,Weekday,681.0
2023-02-02,Santa Clara,Weekday,356.0
2023-02-02,South San Francisco,Weekday,274.0
2023-02-02,Sunnyvale,Weekday,983.0
2023-02-02,Tamien,Weekday,206.0
2023-02-03,22nd Street,Weekday,523.0
2023-02-03,Bayshore,Weekday,62.0
2023-02-03,Belmont,Weekday,267.0
2023-02-03,Blossom Hill,Weekday,25.0
2023-02-03,Burlingame,Weekday,326.0
2023-02-03,California Ave,Weekday,310.0
2023-02-03,Capitol,Weekday,22.0
2023-02-03,College Park,Weekday,25.0
2023-02-03,Gilroy,Weekday,48.0
2023-02-03,Hayward Park,Weekday,119.0
2023-02-03,Hillsdale,Weekday,668.0
2023-02-03,Lawrence,Weekday,181.0
2023-02-03,Menlo Park,Weekday,472.0
2023-02-03,Millbrae,Weekday,1053.0
2023-02-03,Morgan Hill,Weekday,61.0
2023-02-03,Mountain View,Weekday,1114.0
2023-02-03,Palo Alto,Weekday,1801.0
2023-02-03,Redwood City,Weekday,1247.0
2023-02-03,San Antonio,Weekday,285.0
2023-02-03,San Bruno,Weekday,138.0
2023-02-03,San Carlos,Weekday,324.0
2023-02-03,San Francisco,Weekday,2320.0
2023-02-03,San Jose Diridon,Weekday,1161.0
2023-02-03,San Martin,Weekday,26.0
2023-02-03,San Mateo,Weekday,554.0
2023-02-03,Santa Clara,Weekday,302.0
2023-02-03,South San Francisco,Weekday,189.0
2023-02-03,Sunnyvale,Weekday,755.0
2023-02-03,Tamien,Weekday,181.0
2023-02-04,22nd Street,Saturday,216.0
2023-02-04,Bayshore,Saturday,24.0
2023-02-04,Belmont,Saturday,120.0
2023-02-04,Blossom Hill,Saturday,0.0
2023-02-04,Broadway,Saturday,39.0
2023-02-04,Burlingame,Saturday,114.0
2023-02-04,California Ave,Saturday,297.0
2023-02-04,Capitol,Saturday,0.0
2023-02-04,Gilroy,Saturday,0.0
2023-02-04,Hayward Park,Saturday,95.0
2023-02-04,Hillsdale,Saturday,306.0
2023-02-04,Lawrence,Saturday,105.0
2023-02-04,Menlo Park,Saturday,234.0
2023-02-04,Millbrae,Saturday,552.0
2023-02-04,Morgan Hill,Saturday,0.0
2023-02-04,Mountain View,Saturday,614.0
2023-02-04,Palo Alto,Saturday,712.0
2023-02-04,Redwood City,Saturday,521.0
2023-02-04,San Antonio,Saturday,214.0
2023-02-04,San Bruno,Saturday,99.0
2023-02-04,San Carlos,Saturday,168.0
2023-02-04,San Francisco,Saturday,2235.0
2023-02-04,San Jose Diridon,Saturday,496.0
2023-02-04,San Martin,Saturday,0.0
2023-02-04,San Mateo,Saturday,247.0
2023-02-04,Santa Clara,Saturday,247.0
2023-02-04,South San Francisco,Saturday,89.0
2023-02-04,Sunnyvale,Saturday,388.0
2023-02-04,Tamien,Saturday,41.0
2023-02-05,22nd Street,Sunday,205.0
2023-02-05,Bayshore,Sunday,51.0
2023-02-05,Belmont,Sunday,81.0
2023-02-05,Blossom Hill,Sunday,0.0
2023-02-05,Broadway,Sunday,30.0
2023-02-05,Burlingame,Sunday,79.0
2023-02-05,California Ave,Sunday,164.0
2023-02-05,Capitol,Sunday,0.0
2023-02-05,Gilroy,Sunday,0.0
2023-02-05,Hayward Park,Sunday,43.0
2023-02-05,Hillsdale,Sunday,215.0
2023-02-05,Lawrence,Sunday,73.0
2023-02-05,Menlo Park,Sunday,144.0
2023-02-05,Millbrae,Sunday,361.0
2023-02-05,Morgan Hill,Sunday,0.0
2023-02-05,Mountain View,Sunday,316.0
2023-02-05,Palo Alto,Sunday,429.0
2023-02-05,Redwood City,Sunday,371.0
2023-02-05,San Antonio,Sunday,140.0
2023-02-05,San Bruno,Sunday,53.0
2023-02-05,San Carlos,Sunday,82.0
2023-02-05,San Francisco,Sunday,1022.0
2023-02-05,San Jose Diridon,Sunday,324.0
2023-02-05,San Martin,Sunday,0.0
2023-02-05,San Mateo,Sunday,218.0
2023-02-05,Santa Clara,Sunday,148.0
2023-02-05,South San Francisco,Sunday,51.0
2023-02-05,Sunnyvale,Sunday,307.0
2023-02-05,Tamien,Sunday,45.0
2023-02-06,22nd Street,Weekday,636.0
2023-02-06,Bayshore,Weekday,66.0
2023-02-06,Belmont,Weekday,322.0
2023-02-06,Blossom Hill,Weekday,38.0
2023-02-06,Burlingame,Weekday,342.0
2023-02-06,California Ave,Weekday,414.0
2023-02-06,Capitol,Weekday,27.0
2023-02-06,College Park,Weekday,34.0
2023-02-06,Gilroy,Weekday,72.0
2023-02-06,Hayward Park,Weekday,154.0
2023-02-06,Hillsdale,Weekday,947.0
2023-02-06,Lawrence,Weekday,212.0
2023-02-06,Menlo Park,Weekday,506.0
2023-02-06,Millbrae,Weekday,1313.0
2023-02-06,Morgan Hill,Weekday,85.0
2023-02-06,Mountain View,Weekday,1236.0
2023-02-06,Palo Alto,Weekday,2131.0
2023-02-06,Redwood City,Weekday,1538.0
2023-02-06,San Antonio,Weekday,324.0
2023-02-06,San Bruno,Weekday,190.0
2023-02-06,San Carlos,Weekday,416.0
2023-02-06,San Francisco,Weekday,3033.0
2023-02-06,San Jose Diridon,Weekday,1206.0
2023-02-06,San Martin,Weekday,33.0
2023-02-06,San Mateo,Weekday,604.0
2023-02-06,Santa Clara,Weekday,364.0
2023-02-06,South San Francisco,Weekday,278.0
2023-02-06,Sunnyvale,Weekday,826.0
2023-02-06,Tamien,Weekday,221.0
