train,station,on,off,onboard
101,Gilroy,0.0,0.0,0.0
101,San Martin,0.0,0.0,0.0
101,Morgan Hill,0.0,0.0,0.0
101,Blossom Hill,0.0,0.0,0.0
101,Capitol,0.0,0.0,0.0
101,Tamien,0.0,0.0,0.0
101,San Jose Diridon,19.4,0.0,19.4
101,College Park,0.0,0.0,19.4
101,Santa Clara,5.4,0.0,24.799999999999997
101,Lawrence,3.2,0.6,27.399999999999995
101,Sunnyvale,12.0,0.4,38.99999999999999
101,Mountain View,4.4,0.6,42.79999999999999
101,San Antonio,2.0,0.2,44.59999999999999
101,California Ave.,2.6,2.0,45.19999999999999
101,Palo Alto,5.6,5.0,45.79999999999999
101,Menlo Park,2.4,2.0,46.19999999999999
101,Redwood City,15.6,3.6,58.19999999999999
101,San Carlos,5.4,1.6,61.999999999999986
101,Belmont,3.0,0.6,64.39999999999999
101,Hillsdale,11.8,0.8,75.39999999999999
101,Bay Meadows,0.0,0.0,75.39999999999999
101,Hayward Park,2.6,0.2,77.79999999999998
101,San Mateo,8.0,1.0,84.79999999999998
101,Burlingame,7.4,3.0,89.19999999999999
101,Millbrae,3.4,15.8,76.8
101,San Bruno,6.2,2.4,80.6
101,South SF,1.8,2.0,80.39999999999999
101,Bayshore,0.0,1.0,79.39999999999999
101,22nd Street,0.0,3.6,75.8
101,San Francisco,0.0,75.8,0.0
103,Gilroy,0.0,0.0,0.0
103,San Martin,0.0,0.0,0.0
103,Morgan Hill,0.0,0.0,0.0
103,Blossom Hill,0.0,0.0,0.0
103,Capitol,0.0,0.0,0.0
103,Tamien,14.0,0.0,14.0
103,San Jose Diridon,21.8,0.0,35.8
103,College Park,0.0,0.0,35.8
103,Santa Clara,6.6,0.0,42.4
103,Lawrence,9.2,0.2,51.39999999999999
103,Sunnyvale,16.4,2.2,65.59999999999998
103,Mountain View,8.2,0.2,73.59999999999998
103,San Antonio,3.4,1.4,75.59999999999998
103,California Ave.,6.2,3.6,78.19999999999999
103,Palo Alto,5.0,19.8,63.39999999999999
103,Menlo Park,6.6,3.0,66.99999999999999
103,Redwood City,20.8,4.4,83.39999999999998
103,San Carlos,9.8,2.6,90.59999999999998
103,Belmont,10.0,1.0,99.59999999999998
103,Hillsdale,17.4,1.6,115.39999999999998
103,Bay Meadows,0.0,0.0,115.39999999999998
103,Hayward Park,5.4,1.4,119.39999999999998
103,San Mateo,10.6,0.8,129.19999999999996
103,Burlingame,18.6,1.2,146.59999999999997
103,Millbrae,8.8,29.0,126.39999999999998
103,San Bruno,17.0,5.8,137.59999999999997
103,South SF,4.8,6.2,136.2
103,Bayshore,0.4,3.6,133.0
103,22nd Street,1.2,12.8,121.39999999999999
103,San Francisco,0.0,121.4,0.0
305,Gilroy,0.0,0.0,0.0
305,San Martin,0.0,0.0,0.0
305,Morgan Hill,0.0,0.0,0.0
305,Blossom Hill,0.0,0.0,0.0
305,Capitol,0.0,0.0,0.0
305,Tamien,0.0,0.0,0.0
305,San Jose Diridon,181.0,0.0,181.0
305,College Park,0.0,0.0,181.0
305,Santa Clara,0.0,0.0,181.0
305,Lawrence,0.0,0.0,181.0
305,Sunnyvale,0.0,0.0,181.0
305,Mountain View,87.8,3.0,265.8
305,San Antonio,0.0,0.0,265.8
305,California Ave.,0.0,0.0,265.8
305,Palo Alto,52.0,41.6,276.2
305,Menlo Park,0.0,0.0,276.2
305,Redwood City,0.0,0.0,276.2
305,San Carlos,0.0,0.0,276.2
305,Belmont,0.0,0.0,276.2
305,Hillsdale,62.8,11.2,327.8
305,Bay Meadows,0.0,0.0,327.8
305,Hayward Park,0.0,0.0,327.8
305,San Mateo,0.0,0.0,327.8
305,Burlingame,0.0,0.0,327.8
305,Millbrae,16.4,40.8,303.4
305,San Bruno,0.0,0.0,303.4
305,South SF,0.0,0.0,303.4
305,Bayshore,0.0,0.0,303.4
305,22nd Street,0.0,0.0,303.4
305,San Francisco,0.0,303.4,0.0
207,Gilroy,0.0,0.0,0.0
207,San Martin,0.0,0.0,0.0
207,Morgan Hill,0.0,0.0,0.0
207,Blossom Hill,0.0,0.0,0.0
207,Capitol,0.0,0.0,0.0
207,Tamien,21.8,0.0,21.8
207,San Jose Diridon,22.2,1.4,42.6
207,College Park,0.0,0.0,42.6
207,Santa Clara,21.6,0.6,63.6
207,Lawrence,20.8,3.6,80.80000000000001
207,Sunnyvale,38.6,1.8,117.60000000000001
207,Mountain View,60.8,5.8,172.6
207,San Antonio,35.2,3.4,204.4
207,California Ave.,28.4,7.2,225.60000000000002
207,Palo Alto,27.8,44.2,209.20000000000005
207,Menlo Park,54.0,14.8,248.40000000000003
207,Redwood City,91.6,14.4,325.6
207,San Carlos,0.0,0.0,325.6
207,Belmont,0.0,0.0,325.6
207,Hillsdale,110.6,17.2,419.00000000000006
207,Bay Meadows,0.0,0.0,419.00000000000006
207,Hayward Park,0.0,0.0,419.00000000000006
207,San Mateo,0.0,0.0,419.00000000000006
207,Burlingame,0.0,0.0,419.00000000000006
207,Millbrae,19.6,53.0,385.6000000000001
207,San Bruno,0.0,0.0,385.6000000000001
207,South SF,16.8,25.6,376.80000000000007
207,Bayshore,0.0,0.0,376.80000000000007
207,22nd Street,0.0,0.0,376.80000000000007
207,San Francisco,0.0,376.8,0.0
309,Gilroy,0.0,0.0,0.0
309,San Martin,0.0,0.0,0.0
309,Morgan Hill,0.0,0.0,0.0
309,Blossom Hill,0.0,0.0,0.0
309,Capitol,0.0,0.0,0.0
309,Tamien,139.2,0.0,139.2
309,San Jose Diridon,138.2,1.6,275.79999999999995
309,College Park,0.0,0.0,275.79999999999995
309,Santa Clara,0.0,0.0,275.79999999999995
309,Lawrence,0.0,0.0,275.79999999999995
309,Sunnyvale,178.4,3.6,450.5999999999999
309,Mountain View,0.0,0.0,450.5999999999999
309,San Antonio,0.0,0.0,450.5999999999999
309,California Ave.,0.0,0.0,450.5999999999999
309,Palo Alto,61.8,123.2,389.1999999999999
309,Menlo Park,0.0,0.0,389.1999999999999
309,Redwood City,92.8,19.0,462.9999999999999
309,San Carlos,0.0,0.0,462.9999999999999
309,Belmont,0.0,0.0,462.9999999999999
309,Hillsdale,0.0,0.0,462.9999999999999
309,Bay Meadows,0.0,0.0,462.9999999999999
309,Hayward Park,0.0,0.0,462.9999999999999
309,San Mateo,55.8,7.4,511.39999999999986
309,Burlingame,0.0,0.0,511.39999999999986
309,Millbrae,20.6,59.6,472.39999999999986
309,San Bruno,0.0,0.0,472.39999999999986
309,South SF,0.0,0.0,472.39999999999986
309,Bayshore,0.0,0.0,472.39999999999986
309,22nd Street,0.0,0.0,472.39999999999986
309,San Francisco,0.0,472.4,0.0
211,Gilroy,0.0,0.0,0.0
211,San Martin,0.0,0.0,0.0
211,Morgan Hill,0.0,0.0,0.0
211,Blossom Hill,0.0,0.0,0.0
211,Capitol,0.0,0.0,0.0
211,Tamien,0.0,0.0,0.0
211,San Jose Diridon,68.4,0.0,68.4
211,College Park,0.0,0.0,68.4
211,Santa Clara,40.0,0.0,108.4
211,Lawrence,0.0,0.0,108.4
211,Sunnyvale,47.8,3.0,153.2
211,Mountain View,26.4,6.8,172.79999999999998
211,San Antonio,0.0,0.0,172.79999999999998
211,California Ave.,0.0,0.0,172.79999999999998
211,Palo Alto,0.0,0.0,172.79999999999998
211,Menlo Park,6.2,39.4,139.59999999999997
211,Redwood City,21.8,22.4,138.99999999999997
211,San Carlos,27.8,23.8,142.99999999999997
211,Belmont,21.4,14.8,149.59999999999997
211,Hillsdale,18.4,4.8,163.19999999999996
211,Bay Meadows,0.0,0.0,163.19999999999996
211,Hayward Park,14.2,3.8,173.59999999999994
211,San Mateo,38.0,9.8,201.79999999999993
211,Burlingame,44.0,10.8,234.99999999999991
211,Millbrae,8.2,48.4,194.7999999999999
211,San Bruno,30.4,13.0,212.1999999999999
211,South SF,9.4,15.4,206.1999999999999
211,Bayshore,7.2,10.8,202.59999999999988
211,22nd Street,1.4,19.4,184.59999999999988
211,San Francisco,0.0,184.6,0.0
313,Gilroy,0.0,0.0,0.0
313,San Martin,0.0,0.0,0.0
313,Morgan Hill,0.0,0.0,0.0
313,Blossom Hill,0.0,0.0,0.0
313,Capitol,0.0,0.0,0.0
313,Tamien,0.0,0.0,0.0
313,San Jose Diridon,460.4,0.0,460.4
313,College Park,0.0,0.0,460.4
313,Santa Clara,0.0,0.0,460.4
313,Lawrence,0.0,0.0,460.4
313,Sunnyvale,0.0,0.0,460.4
313,Mountain View,268.0,13.4,715.0
313,San Antonio,0.0,0.0,715.0
313,California Ave.,0.0,0.0,715.0
313,Palo Alto,109.0,183.0,641.0
313,Menlo Park,0.0,0.0,641.0
313,Redwood City,0.0,0.0,641.0
313,San Carlos,0.0,0.0,641.0
313,Belmont,0.0,0.0,641.0
313,Hillsdale,129.0,26.4,743.6
313,Bay Meadows,0.0,0.0,743.6
313,Hayward Park,0.0,0.0,743.6
313,San Mateo,0.0,0.0,743.6
313,Burlingame,0.0,0.0,743.6
313,Millbrae,48.4,86.4,705.6
313,San Bruno,0.0,0.0,705.6
313,South SF,0.0,0.0,705.6
313,Bayshore,0.0,0.0,705.6
313,22nd Street,0.0,0.0,705.6
313,San Francisco,0.0,705.6,0.0
215,Gilroy,0.0,0.0,0.0
215,San Martin,0.0,0.0,0.0
215,Morgan Hill,0.0,0.0,0.0
215,Blossom Hill,0.0,0.0,0.0
215,Capitol,0.0,0.0,0.0
215,Tamien,0.0,0.0,0.0
215,San Jose Diridon,142.8,0.0,142.8
215,College Park,0.0,0.0,142.8
215,Santa Clara,0.0,0.0,142.8
215,Lawrence,0.0,0.0,142.8
215,Sunnyvale,228.6,2.0,369.4
215,Mountain View,54.6,4.6,419.4
215,San Antonio,0.0,0.0,419.4
215,California Ave.,47.2,25.8,440.79999999999995
215,Palo Alto,63.2,91.6,412.4
215,Menlo Park,0.0,0.0,412.4
215,Redwood City,0.0,0.0,412.4
215,San Carlos,92.0,30.6,473.79999999999995
215,Belmont,0.0,0.0,473.79999999999995
215,Hillsdale,101.0,20.6,554.1999999999999
215,Bay Meadows,0.0,0.0,554.1999999999999
215,Hayward Park,0.0,0.0,554.1999999999999
215,San Mateo,89.8,18.8,625.1999999999999
215,Burlingame,83.0,12.0,696.1999999999999
215,Millbrae,0.0,0.0,696.1999999999999
215,San Bruno,38.8,21.0,713.9999999999999
215,South SF,0.0,0.0,713.9999999999999
215,Bayshore,0.0,0.0,713.9999999999999
215,22nd Street,0.0,0.0,713.9999999999999
215,San Francisco,0.0,714.0,0.0
217,Gilroy,69.8,0.0,69.8
217,San Martin,24.8,0.2,94.39999999999999
217,Morgan Hill,56.6,0.4,150.6
217,Blossom Hill,26.6,0.0,177.2
217,Capitol,13.6,1.0,189.79999999999998
217,Tamien,27.8,83.2,134.39999999999998
217,San Jose Diridon,33.2,8.0,159.59999999999997
217,College Park,0.0,0.0,159.59999999999997
217,Santa Clara,74.4,8.2,225.79999999999998
217,Lawrence,61.4,18.2,269.0
217,Sunnyvale,126.8,7.0,388.8
217,Mountain View,138.6,36.4,491.0
217,San Antonio,125.2,14.2,602.0
217,California Ave.,70.4,40.0,632.4
217,Palo Alto,73.6,136.6,569.4
217,Menlo Park,122.4,38.4,653.4
217,Redwood City,169.6,25.6,797.4
217,San Carlos,0.0,0.0,797.4
217,Belmont,0.0,0.0,797.4
217,Hillsdale,181.8,63.4,915.8000000000001
217,Bay Meadows,0.0,0.0,915.8000000000001
217,Hayward Park,0.0,0.0,915.8000000000001
217,San Mateo,0.0,0.0,915.8000000000001
217,Burlingame,0.0,0.0,915.8000000000001
217,Millbrae,34.2,102.0,848.0000000000001
217,San Bruno,0.0,0.0,848.0000000000001
217,South SF,18.4,61.8,804.6000000000001
217,Bayshore,0.0,0.0,804.6000000000001
217,22nd Street,0.0,0.0,804.6000000000001
217,San Francisco,0.0,804.6,0.0
319,Gilroy,0.0,0.0,0.0
319,San Martin,0.0,0.0,0.0
319,Morgan Hill,0.0,0.0,0.0
319,Blossom Hill,0.0,0.0,0.0
319,Capitol,0.0,0.0,0.0
319,Tamien,419.2,0.0,419.2
319,San Jose Diridon,280.2,0.0,699.4
319,College Park,0.0,0.0,699.4
319,Santa Clara,0.0,0.0,699.4
319,Lawrence,0.0,0.0,699.4
319,Sunnyvale,317.0,14.0,1002.4
319,Mountain View,0.0,0.0,1002.4
319,San Antonio,0.0,0.0,1002.4
319,California Ave.,0.0,0.0,1002.4
319,Palo Alto,96.0,321.2,777.2
319,Menlo Park,0.0,0.0,777.2
319,Redwood City,164.4,90.4,851.2
319,San Carlos,0.0,0.0,851.2
319,Belmont,0.0,0.0,851.2
319,Hillsdale,0.0,0.0,851.2
319,Bay Meadows,0.0,0.0,851.2
319,Hayward Park,0.0,0.0,851.2
319,San Mateo,70.4,44.8,876.8000000000001
319,Burlingame,0.0,0.0,876.8000000000001
319,Millbrae,42.2,96.8,822.2000000000002
319,San Bruno,0.0,0.0,822.2000000000002
319,South SF,0.0,0.0,822.2000000000002
319,Bayshore,0.0,0.0,822.2000000000002
319,22nd Street,0.0,0.0,822.2000000000002
319,San Francisco,0.0,822.2,0.0
221,Gilroy,45.0,0.0,45.0
221,San Martin,15.8,0.2,60.599999999999994
221,Morgan Hill,41.6,0.0,102.19999999999999
221,Blossom Hill,27.4,0.6,129.0
221,Capitol,14.8,1.0,142.8
221,Tamien,47.6,13.4,177.0
221,San Jose Diridon,81.4,12.6,245.79999999999998
221,College Park,0.0,0.0,245.79999999999998
221,Santa Clara,90.2,9.6,326.4
221,Lawrence,37.4,20.4,343.4
221,Sunnyvale,112.4,17.6,438.19999999999993
221,Mountain View,73.8,40.6,471.3999999999999
221,San Antonio,0.0,0.0,471.3999999999999
221,California Ave.,0.0,0.0,471.3999999999999
221,Palo Alto,0.0,0.0,471.3999999999999
221,Menlo Park,35.8,110.4,396.79999999999995
221,Redwood City,48.4,75.6,369.5999999999999
221,San Carlos,55.8,39.4,385.99999999999994
221,Belmont,52.0,24.4,413.59999999999997
221,Hillsdale,43.0,35.8,420.79999999999995
221,Bay Meadows,0.0,0.0,420.79999999999995
221,Hayward Park,27.2,31.0,416.99999999999994
221,San Mateo,61.8,38.2,440.59999999999997
221,Burlingame,55.4,18.6,477.3999999999999
221,Millbrae,16.0,122.0,371.3999999999999
221,San Bruno,26.8,18.0,380.19999999999993
221,South SF,16.0,28.8,367.3999999999999
221,Bayshore,15.2,9.8,372.7999999999999
221,22nd Street,3.8,42.2,334.3999999999999
221,San Francisco,0.0,334.4,0.0
323,Gilroy,0.0,0.0,0.0
323,San Martin,0.0,0.0,0.0
323,Morgan Hill,0.0,0.0,0.0
323,Blossom Hill,0.0,0.0,0.0
323,Capitol,0.0,0.0,0.0
323,Tamien,0.0,0.0,0.0
323,San Jose Diridon,518.2,0.0,518.2
323,College Park,0.0,0.0,518.2
323,Santa Clara,0.0,0.0,518.2
323,Lawrence,0.0,0.0,518.2
323,Sunnyvale,0.0,0.0,518.2
323,Mountain View,357.2,26.2,849.2
323,San Antonio,0.0,0.0,849.2
323,California Ave.,0.0,0.0,849.2
323,Palo Alto,179.4,221.8,806.8000000000002
323,Menlo Park,0.0,0.0,806.8000000000002
323,Redwood City,0.0,0.0,806.8000000000002
323,San Carlos,0.0,0.0,806.8000000000002
323,Belmont,0.0,0.0,806.8000000000002
323,Hillsdale,191.6,79.4,919.0000000000002
323,Bay Meadows,0.0,0.0,919.0000000000002
323,Hayward Park,0.0,0.0,919.0000000000002
323,San Mateo,0.0,0.0,919.0000000000002
323,Burlingame,0.0,0.0,919.0000000000002
323,Millbrae,53.6,79.2,893.4000000000002
323,San Bruno,15.6,21.2,887.8000000000002
323,South SF,0.0,0.0,887.8000000000002
323,Bayshore,0.0,0.0,887.8000000000002
323,22nd Street,0.0,0.0,887.8000000000002
323,San Francisco,0.0,887.8,0.0
225,Gilroy,0.0,0.0,0.0
225,San Martin,0.0,0.0,0.0
225,Morgan Hill,0.0,0.0,0.0
225,Blossom Hill,0.0,0.0,0.0
225,Capitol,0.0,0.0,0.0
225,Tamien,0.0,0.0,0.0
225,San Jose Diridon,170.8,0.0,170.8
225,College Park,0.0,0.0,170.8
225,Santa Clara,0.0,0.0,170.8
225,Lawrence,0.0,0.0,170.8
225,Sunnyvale,310.4,8.2,473.0
225,Mountain View,108.0,15.4,565.6
225,San Antonio,0.0,0.0,565.6
225,California Ave.,86.8,56.2,596.1999999999999
225,Palo Alto,62.8,109.8,549.1999999999999
225,Menlo Park,0.0,0.0,549.1999999999999
225,Redwood City,0.0,0.0,549.1999999999999
225,San Carlos,75.6,37.2,587.5999999999999
225,Belmont,0.0,0.0,587.5999999999999
225,Hillsdale,121.2,38.8,670.0
225,Bay Meadows,0.0,0.0,670.0
225,Hayward Park,0.0,0.0,670.0
225,San Mateo,97.8,33.4,734.4
225,Burlingame,89.2,13.8,809.8000000000001
225,Millbrae,0.0,0.0,809.8000000000001
225,San Bruno,32.2,19.4,822.6000000000001
225,South SF,0.0,0.0,822.6000000000001
225,Bayshore,0.0,0.0,822.6000000000001
225,22nd Street,0.0,0.0,822.6000000000001
225,San Francisco,0.0,822.6,0.0
227,Gilroy,58.4,0.0,58.4
227,San Martin,28.4,1.2,85.6
227,Morgan Hill,83.6,0.0,169.2
227,Blossom Hill,52.8,1.6,220.4
227,Capitol,26.6,0.2,246.8
227,Tamien,19.2,64.6,201.4
227,San Jose Diridon,33.2,21.8,212.8
227,College Park,3.2,38.2,177.8
227,Santa Clara,52.8,14.2,216.40000000000003
227,Lawrence,64.2,34.0,246.60000000000002
227,Sunnyvale,109.0,14.4,341.20000000000005
