train,station,on,off,onboard
101,Gilroy,0.0,0.0,0.0
101,San Martin,0.0,0.0,0.0
101,Morgan Hill,0.0,0.0,0.0
101,Blossom Hill,0.0,0.0,0.0
101,Capitol,0.0,0.0,0.0
101,Tamien,0.0,0.0,0.0
101,San Jose Diridon,22.0,0.0,22.0
101,College Park,0.0,0.0,22.0
101,Santa Clara,7.0,0.4,28.600000000000005
101,Lawrence,2.6,0.2,31.000000000000004
101,Sunnyvale,9.0,0.4,39.60000000000001
101,Mountain View,9.4,0.4,48.60000000000001
101,San Antonio,1.8,0.4,50.000000000000014
101,California Ave.,2.6,3.4,49.20000000000002
101,Palo Alto,4.8,6.8,47.20000000000002
101,Menlo Park,3.8,0.4,50.600000000000016
101,Redwood City,16.4,3.2,63.80000000000001
101,San Carlos,4.6,1.8,66.60000000000001
101,Belmont,4.6000000000000005,0.6,70.60000000000001
101,Hillsdale,10.4,1.2,79.80000000000001
101,Bay Meadows,0.0,0.0,79.80000000000001
101,Hayward Park,0.2,1.2000000000000002,78.80000000000001
101,San Mateo,5.2,1.0,83.00000000000001
101,Burlingame,3.8000000000000003,4.4,82.4
101,Millbrae,4.0,13.8,72.60000000000001
101,San Bruno,6.2,4.2,74.60000000000002
101,South SF,4.0,3.2,75.40000000000002
101,Bayshore,0.0,1.2,74.20000000000002
101,22nd Street,0.0,5.800000000000001,68.40000000000002
101,San Francisco,0.0,68.4,0.0
103,Gilroy,0.0,0.0,0.0
103,San Martin,0.0,0.0,0.0
103,Morgan Hill,0.0,0.0,0.0
103,Blossom Hill,0.0,0.0,0.0
103,Capitol,0.0,0.0,0.0
103,Tamien,14.6,0.0,14.6
103,San Jose Diridon,21.6,0.4,35.800000000000004
103,College Park,0.0,0.0,35.800000000000004
103,Santa Clara,5.800000000000001,0.2,41.400000000000006
103,Lawrence,8.6,0.8,49.2
103,Sunnyvale,17.599999999999998,1.8,65.0
103,Mountain View,5.2,1.4,68.8
103,San Antonio,4.2,1.2,71.80000000000001
103,California Ave.,7.0,4.4,74.4
103,Palo Alto,4.4,24.400000000000002,54.400000000000006
103,Menlo Park,4.8,4.4,54.8
103,Redwood City,17.4,6.4,65.8
103,San Carlos,9.0,4.0,70.80000000000001
103,Belmont,11.4,1.0,81.2
103,Hillsdale,16.6,1.2000000000000002,96.60000000000001
103,Bay Meadows,0.0,0.0,96.60000000000001
103,Hayward Park,1.5999999999999999,0.6,97.60000000000001
103,San Mateo,10.0,2.0,105.60000000000002
103,Burlingame,15.8,0.6,120.80000000000003
103,Millbrae,7.4,20.0,108.20000000000003
103,San Bruno,18.799999999999997,3.6,123.40000000000005
103,South SF,5.6,5.0,124.00000000000004
103,Bayshore,1.0,3.4,121.60000000000005
103,22nd Street,0.4,6.4,115.60000000000005
103,San Francisco,0.0,115.6,0.0
305,Gilroy,0.0,0.0,0.0
305,San Martin,0.0,0.0,0.0
305,Morgan Hill,0.0,0.0,0.0
305,Blossom Hill,0.0,0.0,0.0
305,Capitol,0.0,0.0,0.0
305,Tamien,0.0,0.0,0.0
305,San Jose Diridon,182.2,0.0,182.2
305,College Park,0.0,0.0,182.2
305,Santa Clara,0.0,0.0,182.2
305,Lawrence,0.0,0.0,182.2
305,Sunnyvale,0.0,0.0,182.2
305,Mountain View,97.0,8.8,270.4
305,San Antonio,0.0,0.0,270.4
305,California Ave.,0.0,0.0,270.4
305,Palo Alto,49.2,56.199999999999996,263.4
305,Menlo Park,0.0,0.0,263.4
305,Redwood City,0.0,0.0,263.4
305,San Carlos,0.0,0.0,263.4
305,Belmont,0.0,0.0,263.4
305,Hillsdale,59.4,11.8,311.0
305,Bay Meadows,0.0,0.0,311.0
305,Hayward Park,0.0,0.0,311.0
305,San Mateo,0.0,0.0,311.0
305,Burlingame,0.0,0.0,311.0
305,Millbrae,23.0,34.4,299.59999999999997
305,San Bruno,0.0,0.0,299.59999999999997
305,South SF,0.0,0.0,299.59999999999997
305,Bayshore,0.0,0.0,299.59999999999997
305,22nd Street,0.0,0.0,299.59999999999997
305,San Francisco,0.0,299.6,0.0
207,Gilroy,0.0,0.0,0.0
207,San Martin,0.0,0.0,0.0
207,Morgan Hill,0.0,0.0,0.0
207,Blossom Hill,0.0,0.0,0.0
207,Capitol,0.0,0.0,0.0
207,Tamien,16.6,0.0,16.6
207,San Jose Diridon,22.2,0.4,38.400000000000006
207,College Park,0.0,0.0,38.400000000000006
207,Santa Clara,20.200000000000003,0.6,58.0
207,Lawrence,26.4,3.0,81.4
207,Sunnyvale,32.4,0.2,113.60000000000001
207,Mountain View,74.4,3.2,184.8
207,San Antonio,29.6,2.5999999999999996,211.8
207,California Ave.,24.0,9.0,226.8
207,Palo Alto,25.599999999999998,45.4,207.0
207,Menlo Park,50.6,16.2,241.4
207,Redwood City,93.39999999999999,11.8,323.0
207,San Carlos,0.0,0.0,323.0
207,Belmont,0.0,0.0,323.0
207,Hillsdale,126.0,24.400000000000002,424.59999999999997
207,Bay Meadows,0.0,0.0,424.59999999999997
207,Hayward Park,0.0,0.0,424.59999999999997
207,San Mateo,0.0,0.0,424.59999999999997
207,Burlingame,0.0,0.0,424.59999999999997
207,Millbrae,19.4,49.4,394.59999999999997
207,San Bruno,0.0,0.0,394.59999999999997
207,South SF,13.799999999999999,23.2,385.2
207,Bayshore,0.0,0.0,385.2
207,22nd Street,0.0,0.0,385.2
207,San Francisco,0.0,385.2,0.0
309,Gilroy,0.0,0.0,0.0
309,San Martin,0.0,0.0,0.0
309,Morgan Hill,0.0,0.0,0.0
309,Blossom Hill,0.0,0.0,0.0
309,Capitol,0.0,0.0,0.0
309,Tamien,142.79999999999998,0.0,142.79999999999998
309,San Jose Diridon,142.2,1.0,284.0
309,College Park,0.0,0.0,284.0
309,Santa Clara,0.0,0.0,284.0
309,Lawrence,0.0,0.0,284.0
309,Sunnyvale,195.2,6.199999999999999,473.0
309,Mountain View,0.0,0.0,473.0
309,San Antonio,0.0,0.0,473.0
309,California Ave.,0.0,0.0,473.0
309,Palo Alto,45.0,137.6,380.3999999999999
309,Menlo Park,0.0,0.0,380.3999999999999
309,Redwood City,93.0,22.0,451.4
309,San Carlos,0.0,0.0,451.4
309,Belmont,0.0,0.0,451.4
309,Hillsdale,0.0,0.0,451.4
309,Bay Meadows,0.0,0.0,451.4
309,Hayward Park,0.0,0.0,451.4
309,San Mateo,60.800000000000004,12.0,500.19999999999993
309,Burlingame,0.0,0.0,500.19999999999993
309,Millbrae,19.0,60.0,459.2
309,San Bruno,0.0,0.0,459.2
309,South SF,0.0,0.0,459.2
309,Bayshore,0.0,0.0,459.2
309,22nd Street,0.0,0.0,459.2
309,San Francisco,0.0,459.2,0.0
211,Gilroy,0.0,0.0,0.0
211,San Martin,0.0,0.0,0.0
211,Morgan Hill,0.0,0.0,0.0
211,Blossom Hill,0.0,0.0,0.0
211,Capitol,0.0,0.0,0.0
211,Tamien,0.0,0.0,0.0
211,San Jose Diridon,72.0,0.0,72.0
211,College Park,0.0,0.0,72.0
211,Santa Clara,45.800000000000004,0.2,117.6
211,Lawrence,0.0,0.0,117.6
211,Sunnyvale,51.6,4.3999999999999995,164.79999999999998
211,Mountain View,29.2,7.0,186.99999999999997
211,San Antonio,0.0,0.0,186.99999999999997
211,California Ave.,0.0,0.0,186.99999999999997
211,Palo Alto,0.0,0.0,186.99999999999997
211,Menlo Park,8.6,28.4,167.2
211,Redwood City,27.200000000000003,29.599999999999998,164.8
211,San Carlos,28.2,23.799999999999997,169.2
211,Belmont,36.400000000000006,17.0,188.60000000000002
211,Hillsdale,24.6,8.8,204.4
211,Bay Meadows,0.0,0.0,204.4
211,Hayward Park,18.4,9.8,213.0
211,San Mateo,33.8,12.0,234.8
211,Burlingame,42.2,10.0,267.0
211,Millbrae,20.799999999999997,61.4,226.40000000000003
211,San Bruno,31.2,13.200000000000001,244.4
211,South SF,11.6,17.8,238.20000000000002
211,Bayshore,6.8,9.6,235.39999999999998
211,22nd Street,1.4,17.2,219.60000000000002
211,San Francisco,0.0,219.60000000000002,0.0
313,Gilroy,0.0,0.0,0.0
313,San Martin,0.0,0.0,0.0
313,Morgan Hill,0.0,0.0,0.0
313,Blossom Hill,0.0,0.0,0.0
313,Capitol,0.0,0.0,0.0
313,Tamien,0.0,0.0,0.0
313,San Jose Diridon,464.8,0.0,464.8
313,College Park,0.0,0.0,464.8
313,Santa Clara,0.0,0.0,464.8
313,Lawrence,0.0,0.0,464.8
313,Sunnyvale,0.0,0.0,464.8
313,Mountain View,251.6,15.2,701.1999999999999
313,San Antonio,0.0,0.0,701.1999999999999
313,California Ave.,0.0,0.0,701.1999999999999
313,Palo Alto,117.2,193.4,624.9999999999999
313,Menlo Park,0.0,0.0,624.9999999999999
313,Redwood City,0.0,0.0,624.9999999999999
313,San Carlos,0.0,0.0,624.9999999999999
313,Belmont,0.0,0.0,624.9999999999999
313,Hillsdale,147.6,25.200000000000003,747.4
313,Bay Meadows,0.0,0.0,747.4
313,Hayward Park,0.0,0.0,747.4
313,San Mateo,0.0,0.0,747.4
313,Burlingame,0.0,0.0,747.4
313,Millbrae,44.0,93.4,698.0
313,San Bruno,0.0,0.0,698.0
313,South SF,0.0,0.0,698.0
313,Bayshore,0.0,0.0,698.0
313,22nd Street,0.0,0.0,698.0
313,San Francisco,0.0,698.0,0.0
215,Gilroy,0.0,0.0,0.0
215,San Martin,0.0,0.0,0.0
215,Morgan Hill,0.0,0.0,0.0
215,Blossom Hill,0.0,0.0,0.0
215,Capitol,0.0,0.0,0.0
215,Tamien,0.0,0.0,0.0
215,San Jose Diridon,127.2,0.0,127.2
215,College Park,0.0,0.0,127.2
215,Santa Clara,0.0,0.0,127.2
215,Lawrence,0.0,0.0,127.2
215,Sunnyvale,246.20000000000002,4.4,369.0
215,Mountain View,74.39999999999999,4.800000000000001,438.6
215,San Antonio,0.0,0.0,438.6
215,California Ave.,37.2,21.599999999999998,454.20000000000005
215,Palo Alto,57.0,88.8,422.40000000000003
215,Menlo Park,0.0,0.0,422.40000000000003
215,Redwood City,0.0,0.0,422.40000000000003
215,San Carlos,100.6,28.599999999999998,494.40000000000003
215,Belmont,0.0,0.0,494.40000000000003
215,Hillsdale,92.0,30.2,556.2
215,Bay Meadows,0.0,0.0,556.2
215,Hayward Park,0.0,0.0,556.2
215,San Mateo,90.2,26.8,619.6
215,Burlingame,86.0,12.8,692.8000000000001
215,Millbrae,0.0,0.0,692.8000000000001
215,San Bruno,45.6,19.799999999999997,718.6
215,South SF,0.0,0.0,718.6
215,Bayshore,0.0,0.0,718.6
215,22nd Street,0.0,0.0,718.6
215,San Francisco,0.0,718.5999999999999,0.0
217,Gilroy,64.0,0.0,64.0
217,San Martin,27.400000000000002,0.0,91.4
217,Morgan Hill,52.0,0.0,143.4
217,Blossom Hill,33.0,2.2,174.20000000000002
217,Capitol,16.4,0.8,189.8
217,Tamien,28.6,84.60000000000001,133.8
217,San Jose Diridon,36.4,9.0,161.20000000000002
217,College Park,0.0,0.0,161.20000000000002
217,Santa Clara,77.4,7.6000000000000005,231.00000000000003
217,Lawrence,55.400000000000006,24.4,262.0
217,Sunnyvale,105.39999999999999,11.4,356.0
217,Mountain View,145.79999999999998,46.6,455.20000000000005
217,San Antonio,110.4,15.6,550.0000000000001
217,California Ave.,77.6,37.199999999999996,590.4000000000001
217,Palo Alto,73.8,124.6,539.6000000000001
217,Menlo Park,110.4,47.0,603.0000000000001
217,Redwood City,142.8,42.800000000000004,703.0
217,San Carlos,0.0,0.0,703.0
217,Belmont,0.0,0.0,703.0
217,Hillsdale,173.2,58.0,818.2
217,Bay Meadows,0.0,0.0,818.2
217,Hayward Park,0.0,0.0,818.2
217,San Mateo,0.0,0.0,818.2
217,Burlingame,0.0,0.0,818.2
217,Millbrae,32.4,92.2,758.4000000000001
217,San Bruno,0.0,0.0,758.4000000000001
217,South SF,17.4,57.0,718.8000000000002
217,Bayshore,0.0,0.0,718.8000000000002
217,22nd Street,0.0,0.0,718.8000000000002
217,San Francisco,0.0,718.8000000000001,0.0
319,Gilroy,0.0,0.0,0.0
319,San Martin,0.0,0.0,0.0
319,Morgan Hill,0.0,0.0,0.0
319,Blossom Hill,0.0,0.0,0.0
319,Capitol,0.0,0.0,0.0
319,Tamien,423.20000000000005,0.0,423.20000000000005
319,San Jose Diridon,270.8,0.2,693.8
319,College Park,0.0,0.0,693.8
319,Santa Clara,0.0,0.0,693.8
319,Lawrence,0.0,0.0,693.8
319,Sunnyvale,273.6,16.2,951.1999999999999
319,Mountain View,0.0,0.0,951.1999999999999
319,San Antonio,0.0,0.0,951.1999999999999
319,California Ave.,0.0,0.0,951.1999999999999
319,Palo Alto,83.8,332.79999999999995,702.1999999999999
319,Menlo Park,0.0,0.0,702.1999999999999
319,Redwood City,169.60000000000002,101.39999999999999,770.4
319,San Carlos,0.0,0.0,770.4
319,Belmont,0.0,0.0,770.4
319,Hillsdale,0.0,0.0,770.4
319,Bay Meadows,0.0,0.0,770.4
319,Hayward Park,0.0,0.0,770.4
319,San Mateo,70.8,42.0,799.1999999999999
319,Burlingame,0.0,0.0,799.1999999999999
319,Millbrae,37.4,95.8,740.8
319,San Bruno,0.0,0.0,740.8
319,South SF,0.0,0.0,740.8
319,Bayshore,0.0,0.0,740.8
319,22nd Street,0.0,0.0,740.8
319,San Francisco,0.0,740.8,0.0
221,Gilroy,41.0,0.0,41.0
221,San Martin,16.4,0.0,57.4
221,Morgan Hill,36.4,0.0,93.8
221,Blossom Hill,24.2,1.0,117.0
221,Capitol,12.0,0.2,128.79999999999998
221,Tamien,67.0,9.200000000000001,186.6
221,San Jose Diridon,99.2,12.8,273.0
221,College Park,0.0,0.0,273.0
221,Santa Clara,80.4,9.6,343.79999999999995
221,Lawrence,45.8,19.2,370.4
221,Sunnyvale,111.60000000000001,15.6,466.3999999999999
221,Mountain View,71.60000000000001,45.599999999999994,492.4
221,San Antonio,0.0,0.0,492.4
221,California Ave.,0.0,0.0,492.4
221,Palo Alto,0.0,0.0,492.4
221,Menlo Park,34.6,126.60000000000001,400.4
221,Redwood City,44.2,78.6,365.99999999999994
221,San Carlos,44.4,50.0,360.4
221,Belmont,47.8,24.799999999999997,383.4
221,Hillsdale,50.4,38.2,395.59999999999997
221,Bay Meadows,0.0,0.0,395.59999999999997
221,Hayward Park,31.0,28.8,397.8
221,San Mateo,58.2,47.6,408.40000000000003
221,Burlingame,61.6,15.6,454.40000000000003
221,Millbrae,15.0,114.8,354.6
221,San Bruno,26.400000000000002,13.200000000000001,367.80000000000007
221,South SF,13.4,24.4,356.8000000000001
221,Bayshore,10.6,7.6,359.80000000000007
221,22nd Street,3.2,30.0,333.00000000000006
221,San Francisco,0.0,333.0,0.0
323,Gilroy,0.0,0.0,0.0
323,San Martin,0.0,0.0,0.0
323,Morgan Hill,0.0,0.0,0.0
323,Blossom Hill,0.0,0.0,0.0
323,Capitol,0.0,0.0,0.0
323,Tamien,0.0,0.0,0.0
323,San Jose Diridon,555.0,0.0,555.0
323,College Park,0.0,0.0,555.0
323,Santa Clara,0.0,0.0,555.0
323,Lawrence,0.0,0.0,555.0
323,Sunnyvale,0.0,0.0,555.0
323,Mountain View,380.6,36.6,899.0
323,San Antonio,0.0,0.0,899.0
323,California Ave.,0.0,0.0,899.0
323,Palo Alto,172.4,251.0,820.4
323,Menlo Park,0.0,0.0,820.4
323,Redwood City,0.0,0.0,820.4
323,San Carlos,0.0,0.0,820.4
323,Belmont,0.0,0.0,820.4
323,Hillsdale,205.0,75.2,950.2
323,Bay Meadows,0.0,0.0,950.2
323,Hayward Park,0.0,0.0,950.2
323,San Mateo,0.0,0.0,950.2
323,Burlingame,0.0,0.0,950.2
323,Millbrae,60.6,85.8,925.0
323,San Bruno,11.8,21.6,915.1999999999999
323,South SF,0.0,0.0,915.1999999999999
323,Bayshore,0.0,0.0,915.1999999999999
323,22nd Street,0.0,0.0,915.1999999999999
323,San Francisco,0.0,915.1999999999999,0.0
225,Gilroy,0.0,0.0,0.0
225,San Martin,0.0,0.0,0.0
225,Morgan Hill,0.0,0.0,0.0
225,Blossom Hill,0.0,0.0,0.0
225,Capitol,0.0,0.0,0.0
225,Tamien,0.0,0.0,0.0
225,San Jose Diridon,182.4,0.0,182.4
225,College Park,0.0,0.0,182.4
225,Santa Clara,0.0,0.0,182.4
225,Lawrence,0.0,0.0,182.4
225,Sunnyvale,313.59999999999997,11.2,484.79999999999995
225,Mountain View,104.4,10.2,579.0
225,San Antonio,0.0,0.0,579.0
225,California Ave.,82.60000000000001,57.8,603.8
225,Palo Alto,65.4,119.60000000000001,549.5999999999999
225,Menlo Park,0.0,0.0,549.5999999999999
225,Redwood City,0.0,0.0,549.5999999999999
225,San Carlos,78.2,40.8,587.0
225,Belmont,0.0,0.0,587.0
225,Hillsdale,92.19999999999999,27.2,652.0
225,Bay Meadows,0.0,0.0,652.0
225,Hayward Park,0.0,0.0,652.0
225,San Mateo,76.2,36.8,691.4
225,Burlingame,63.6,14.399999999999999,740.6
225,Millbrae,0.0,0.0,740.6
225,San Bruno,37.0,13.8,763.8000000000001
225,South SF,0.0,0.0,763.8000000000001
225,Bayshore,0.0,0.0,763.8000000000001
225,22nd Street,0.0,0.0,763.8000000000001
225,San Francisco,0.0,763.8000000000001,0.0
227,Gilroy,73.39999999999999,0.0,73.39999999999999
227,San Martin,33.6,0.0,107.0
227,Morgan Hill,93.8,0.2,200.59999999999997
227,Blossom Hill,65.6,2.4000000000000004,263.8
227,Capitol,33.199999999999996,0.6000000000000001,296.40000000000003
227,Tamien,29.2,72.0,253.60000000000002
227,San Jose Diridon,34.6,17.6,270.6
